Image Index,ROI1 Blue Intensity LOWESS,ROI2 Blue Intensity LOWESS,ROI3 Blue Intensity LOWESS,ROI4 Blue Intensity LOWESS,ROI5 Blue Intensity LOWESS,R1,R2,ROI3 Blue Intensity LOWESS,R4,R5,,,,,
553,119.0905268,108.58203,102.9258685,105.4732411,106.3456703,98.51583676,101.754591,102.9258685,100.8342241,94.94898032,,,,,
554,119.0801115,108.5607293,102.9206085,105.4710367,106.3995989,98.5054215,101.7332903,102.9206085,100.8320197,95.00290889,,,,,
555,119.0698205,108.5396381,102.9154214,105.4689148,106.4524513,98.49513052,101.7121991,102.9154214,100.8298978,95.05576125,,,,,
556,119.0596643,108.5187698,102.9103181,105.4668875,106.5042471,98.48497427,101.6913308,102.9103181,100.8278705,95.10755707,,,,,
557,119.0496511,108.4981354,102.905308,105.4649648,106.5550035,98.47496112,101.6706964,102.905308,100.8259478,95.15831351,,,,,
558,119.0397847,108.4777414,102.9003953,105.4631523,106.6047324,98.4650947,101.6503024,102.9003953,100.8241353,95.2080424,,,,,
559,119.0300757,108.4576016,102.8955916,105.4614623,106.6534542,98.45538565,101.6301626,102.8955916,100.8224453,95.25676417,,,,,
560,119.0205334,108.4377286,102.8909078,105.4599059,106.7011883,98.44584343,101.6102896,102.8909078,100.8208889,95.3044983,,,,,
561,119.0111621,108.41813,102.886349,105.4584892,106.7479486,98.43647213,101.590691,102.886349,100.8194722,95.3512586,,,,,
562,119.0019719,108.3988192,102.8819269,105.4572242,106.7937563,98.42728186,101.5713802,102.8819269,100.8182072,95.39706635,,,,,
563,118.992971,108.3798077,102.8776514,105.4561216,106.8386306,98.41828097,101.5523687,102.8776514,100.8171046,95.44194063,,,,,
564,118.9841623,108.3611004,102.8735252,105.4551864,106.8825842,98.40947228,101.5336614,102.8735252,100.8161694,95.48589423,,,,,
565,118.9755522,108.3427056,102.8695552,105.454427,106.9256348,98.40086216,101.5152666,102.8695552,100.81541,95.52894484,,,,,
566,118.9671399,108.3246245,102.8657402,105.4538444,106.9677935,98.39244987,101.4971855,102.8657402,100.8148274,95.57110354,,,,,
567,118.9589237,108.3068571,102.8620786,105.4534382,107.0090719,98.38423366,101.4794181,102.8620786,100.8144212,95.61238192,,,,,
568,118.9508991,108.2894014,102.8585661,105.4532063,107.049479,98.37620908,101.4619624,102.8585661,100.8141893,95.65278904,,,,,
569,118.9430534,108.2722467,102.8551893,105.453138,107.0890153,98.36836338,101.4448077,102.8551893,100.814121,95.6923253,,,,,
570,118.9353739,108.2553827,102.8519346,105.4532227,107.1276819,98.36068386,101.4279437,102.8519346,100.8142057,95.73099193,,,,,
571,118.9278478,108.2388002,102.8487886,105.4534504,107.1654803,98.35315776,101.4113612,102.8487886,100.8144334,95.76879026,,,,,
572,118.920464,108.2224917,102.8457396,105.4538126,107.2024153,98.34577402,101.3950527,102.8457396,100.8147956,95.80572529,,,,,
573,118.9132146,108.206453,102.8427784,105.454303,107.2384966,98.33852464,101.379014,102.8427784,100.815286,95.84180664,,,,,
574,118.9060954,108.1906838,102.8399003,105.4549195,107.2737379,98.33140543,101.3632448,102.8399003,100.8159025,95.87704789,,,,,
575,118.8991056,108.1751875,102.8371042,105.4556633,107.3081577,98.32441564,101.3477485,102.8371042,100.8166463,95.91146774,,,,,
576,118.8922434,108.1599661,102.834388,105.4565346,107.3417734,98.31755342,101.3325271,102.834388,100.8175176,95.9450834,,,,,
577,118.8855011,108.1450155,102.8317433,105.4575275,107.3745957,98.31081109,101.3175765,102.8317433,100.8185105,95.97790569,,,,,
578,118.8788707,108.1303319,102.8291611,105.4586354,107.4066362,98.30418073,101.3028929,102.8291611,100.8196184,96.00994622,,,,,
579,118.8723439,108.11591,102.8266316,105.4598509,107.437905,98.29765386,101.288471,102.8266316,100.8208339,96.04121498,,,,,
580,118.8659089,108.1017414,102.8241405,105.4611627,107.4684079,98.29121889,101.2743024,102.8241405,100.8221457,96.07171786,,,,,
581,118.8595631,108.0878267,102.8216829,105.4625688,107.4981599,98.28487315,101.2603877,102.8216829,100.8235518,96.10146989,,,,,
582,118.8533066,108.0741692,102.8192566,105.4640699,107.527178,98.27861663,101.2467302,102.8192566,100.8250529,96.13048803,,,,,
583,118.8471329,108.0607655,102.8168526,105.4656609,107.5554727,98.27244293,101.2333265,102.8168526,100.8266439,96.15878269,,,,,
584,118.8410305,108.0476068,102.8144574,105.4673323,107.5830486,98.26634051,101.2201678,102.8144574,100.8283153,96.18635856,,,,,
585,118.8349817,108.0346777,102.8120509,105.469069,107.6099035,98.26029168,101.2072387,102.8120509,100.830052,96.21321347,,,,,
586,118.8289735,108.0219681,102.8096179,105.4708607,107.6360404,98.25428353,101.1945291,102.8096179,100.8318437,96.23935043,,,,,
587,118.8229849,108.0094599,102.8071349,105.4726882,107.6614552,98.24829494,101.1820209,102.8071349,100.8336712,96.26476517,,,,,
588,118.8169958,107.9971365,102.8045794,105.474534,107.6861456,98.24230583,101.1696975,102.8045794,100.835517,96.28945557,,,,,
589,118.8109927,107.9849886,102.8019361,105.4763872,107.7101175,98.23630268,101.1575496,102.8019361,100.8373702,96.31342752,,,,,
590,118.8049567,107.9730021,102.7991844,105.4782322,107.7333727,98.23026674,101.1455631,102.7991844,100.8392152,96.33668267,,,,,
591,118.7988698,107.9611639,102.7963041,105.4800539,107.7559139,98.22417983,101.1337249,102.7963041,100.8410369,96.35922386,,,,,
592,118.7927109,107.9494581,102.7932718,105.4818343,107.7777414,98.21802095,101.1220191,102.7932718,100.8428173,96.38105136,,,,,
593,118.7864514,107.9378607,102.7900569,105.4835481,107.798848,98.21176135,101.1104217,102.7900569,100.8445311,96.40215795,,,,,
594,118.7800658,107.926351,102.7866321,105.485173,107.8192302,98.20537585,101.098912,102.7866321,100.846156,96.42254023,,,,,
595,118.773538,107.9149172,102.7829798,105.4866952,107.8388938,98.19884799,101.0874782,102.7829798,100.8476782,96.44220375,,,,,
596,118.7668475,107.9035435,102.7790783,105.4880968,107.8578402,98.19215749,101.0761045,102.7790783,100.8490798,96.46115018,,,,,
597,118.759975,107.8922154,102.7749072,105.48936,107.8760712,98.18528504,101.0647764,102.7749072,100.850343,96.47938121,,,,,
598,118.7529034,107.880921,102.7704482,105.4904685,107.8935905,98.17821339,101.053482,102.7704482,100.8514515,96.49690048,,,,,
599,118.7456188,107.8696522,102.7656868,105.491409,107.9104054,98.17092885,101.0422132,102.7656868,100.852392,96.5137154,,,,,
600,118.738112,107.8584055,102.7606129,105.4921722,107.9265272,98.163422,101.0309665,102.7606129,100.8531552,96.52983722,,,,,
601,118.7303763,107.8471805,102.7552201,105.4927521,107.94197,98.15568627,101.0197415,102.7552201,100.8537351,96.54527996,,,,,
602,118.7224078,107.8359794,102.7495048,105.4931458,107.9567503,98.14771783,101.0085404,102.7495048,100.8541288,96.56006027,,,,,
603,118.7142046,107.8248055,102.7434653,105.4933523,107.9708864,98.13951465,100.9973665,102.7434653,100.8543353,96.5741964,,,,,
604,118.7057658,107.8136623,102.7371016,105.493371,107.9843971,98.13107583,100.9862233,102.7371016,100.854354,96.58770708,,,,,
605,118.6970847,107.8025467,102.7304072,105.4931951,107.997295,98.12239466,100.9751077,102.7304072,100.8541781,96.600605,,,,,
606,118.6881507,107.7914521,102.7233729,105.4928142,108.00959,98.11346066,100.9640131,102.7233729,100.8537972,96.61290004,,,,,
607,118.6789431,107.780361,102.7159783,105.4922075,108.0212825,98.10425309,100.952922,102.7159783,100.8531905,96.62459249,,,,,
608,118.6694337,107.7692482,102.7081955,105.4913464,108.0323651,98.09474373,100.9418092,102.7081955,100.8523294,96.6356751,,,,,
609,118.659598,107.758093,102.7000006,105.4902065,108.0428347,98.08490799,100.930654,102.7000006,100.8511895,96.64614468,,,,,
610,118.6494066,107.74687,102.691366,105.4887587,108.0526839,98.07471661,100.919431,102.691366,100.8497417,96.65599386,,,,,
611,118.6388371,107.7355601,102.6822719,105.4869809,108.0619113,98.0641471,100.9081211,102.6822719,100.8479639,96.66522134,,,,,
612,118.6278751,107.724152,102.6727062,105.4848594,108.0705233,98.05318513,100.896713,102.6727062,100.8458424,96.67383328,,,,,
613,118.6165029,107.7126312,102.6626533,105.4823769,108.0785229,98.04181291,100.8851922,102.6626533,100.8433599,96.68183288,,,,,
614,118.6047093,107.70099,102.6521047,105.479523,108.0859201,98.03001934,100.873551,102.6521047,100.840506,96.68923009,,,,,
615,118.5924852,107.6892227,102.6410535,105.4762892,108.0927263,98.01779524,100.8617837,102.6410535,100.8372722,96.69603633,,,,,
616,118.5798163,107.6773183,102.6294874,105.4726612,108.0989473,98.00512632,100.8498793,102.6294874,100.8336442,96.70225734,,,,,
617,118.5666942,107.6652716,102.6174005,105.468631,108.1045934,97.99200419,100.8378326,102.6174005,100.829614,96.70790342,,,,,
618,118.5531058,107.6530727,102.6047819,105.464186,108.1096699,97.97841584,100.8256337,102.6047819,100.825169,96.71297989,,,,,
619,118.5390368,107.64071,102.5916196,105.4593119,108.114181,97.96434676,100.813271,102.5916196,100.8202949,96.71749098,,,,,
620,118.5244739,107.6281734,102.5779027,105.4539961,108.1181313,97.94978392,100.8007344,102.5779027,100.8149791,96.72144134,,,,,
621,118.5094034,107.6154522,102.5636196,105.4482248,108.1215251,97.9347134,100.7880132,102.5636196,100.8092078,96.7248351,,,,,
622,118.4938053,107.6025288,102.5487525,105.4419781,108.1243607,97.91911531,100.7750898,102.5487525,100.8029611,96.72767069,,,,,
623,118.4776665,107.5893918,102.5332904,105.4352425,108.1266422,97.90297653,100.7619528,102.5332904,100.7962255,96.72995221,,,,,
624,118.4609693,107.5760236,102.5172166,105.4279989,108.1283681,97.88627929,100.7485846,102.5172166,100.7889819,96.73167815,,,,,
625,118.4436952,107.562405,102.500513,105.420227,108.1295349,97.86900517,100.734966,102.500513,100.78121,96.7328449,,,,,
626,118.4258284,107.5485194,102.4831648,105.411909,108.1301418,97.85113838,100.7210804,102.4831648,100.772892,96.73345182,,,,,
627,118.4073583,107.5343551,102.4651627,105.4030318,108.130192,97.83266832,100.7069161,102.4651627,100.7640148,96.73350199,,,,,
628,118.3882851,107.5199112,102.4465088,105.393593,108.1296979,97.81359509,100.6924722,102.4465088,100.754576,96.73300785,,,,,
629,118.359485,107.5015376,102.416553,105.375626,108.1222309,97.78479496,100.6740986,102.416553,100.736609,96.72554091,,,,,
630,118.3302322,107.4830758,102.3862436,105.3572019,108.1146439,97.75554219,100.6556368,102.3862436,100.7181849,96.71795391,,,,,
631,118.3006796,107.4646518,102.3557397,105.3384557,108.1070481,97.72598965,100.6372128,102.3557397,100.6994387,96.71035813,,,,,
632,118.2709578,107.4463603,102.3251733,105.3195049,108.0995293,97.69626782,100.6189213,102.3251733,100.6804879,96.70283925,,,,,
633,118.2411733,107.4282692,102.2946491,105.3004468,108.0921499,97.66648331,100.6008302,102.2946491,100.6614298,96.69545993,,,,,
634,118.2114114,107.4104256,102.2642479,105.2813607,108.0849548,97.63672143,100.5829866,102.2642479,100.6423437,96.68826485,,,,,
635,118.1817385,107.3928602,102.23403,105.2623095,108.0779742,97.60704847,100.5654212,102.23403,100.6232925,96.68128418,,,,,
636,118.1522031,107.37559,102.2040371,105.2433405,108.0712256,97.57751313,100.548151,102.2040371,100.6043235,96.67453565,,,,,
637,118.1228401,107.3586221,102.1742967,105.2244884,108.0647181,97.54815006,100.5311831,102.1742967,100.5854714,96.66802809,,,,,
638,118.0936716,107.3419559,102.1448236,105.205777,108.0584527,97.51898161,100.5145169,102.1448236,100.56676,96.66176274,,,,,
639,118.0647103,107.3255847,102.1156233,105.1872208,108.0524252,97.49002033,100.4981457,102.1156233,100.5482038,96.65573523,,,,,
640,118.0359622,107.3094988,102.086695,105.1688282,108.0466282,97.46127219,100.4820598,102.086695,100.5298112,96.6499382,,,,,
641,118.0074273,107.2936859,102.0580322,105.1506022,108.0410514,97.43273733,100.4662469,102.0580322,100.5115852,96.64436142,,,,,
642,117.9791015,107.2781314,102.0296246,105.1325412,108.0356828,97.40441153,100.4506924,102.0296246,100.4935242,96.63899281,,,,,
643,117.9509782,107.262821,102.0014602,105.1146417,108.03051,97.37628818,100.435382,102.0014602,100.4756247,96.63381998,,,,,
644,117.9230486,107.2477398,101.973525,105.0968976,108.0255201,97.34835858,100.4203008,101.973525,100.4578806,96.62883007,,,,,
645,117.8953035,107.232874,101.9458052,105.0793026,108.020701,97.32061351,100.405435,101.9458052,100.4402856,96.62401102,,,,,
646,117.8677335,107.2182108,101.9182871,105.0618499,108.0160416,97.29304347,100.3907718,101.9182871,100.4228329,96.61935157,,,,,
647,117.8403283,107.2037377,101.8909567,105.0445319,108.0115306,97.26563829,100.3762987,101.8909567,100.4055149,96.61484059,,,,,
648,117.8130782,107.1894433,101.8638009,105.0273413,108.007158,97.23838824,100.3620043,101.8638009,100.3883243,96.61046798,,,,,
649,117.785974,107.1753172,101.8368072,105.0102712,108.0029146,97.21128402,100.3478782,101.8368072,100.3712542,96.60622458,,,,,
650,117.7590061,107.1613494,101.8099635,104.9933143,107.9987914,97.1843161,100.3339104,101.8099635,100.3542973,96.60210139,,,,,
651,117.7321654,107.1475307,101.783258,104.9764634,107.9947802,97.15747539,100.3200917,101.783258,100.3374464,96.59809016,,,,,
652,117.7054426,107.1338516,101.7566791,104.9597114,107.9908726,97.13075263,100.3064126,101.7566791,100.3206944,96.59418257,,,,,
653,117.6788284,107.120303,101.7302154,104.9430505,107.9870603,97.10413841,100.292864,101.7302154,100.3040335,96.59037029,,,,,
654,117.652314,107.1068765,101.7038561,104.9264738,107.9833357,97.07762399,100.2794375,101.7038561,100.2874568,96.58664574,,,,,
655,117.6258908,107.0935638,101.6775909,104.9099741,107.9796915,97.05120079,100.2661248,101.6775909,100.2709571,96.58300152,,,,,
656,117.5995508,107.0803573,101.6514101,104.8935449,107.9761209,97.02486081,100.2529183,101.6514101,100.2545279,96.57943089,,,,,
657,117.5732859,107.0672495,101.6253042,104.8771794,107.972617,96.99859592,100.2398105,101.6253042,100.2381624,96.57592703,,,,,
658,117.5470879,107.0542325,101.5992633,104.8608707,107.9691731,96.97239786,100.2267935,101.5992633,100.2218537,96.57248307,,,,,
659,117.5209488,107.0412992,101.5732786,104.8446121,107.9657826,96.94625883,100.2138602,101.5732786,100.2055951,96.5690926,,,,,
660,117.494861,107.0284424,101.5473408,104.8283969,107.9624391,96.92017096,100.2010034,101.5473408,100.1893799,96.56574912,,,,,
661,117.4688163,107.0156546,101.521441,104.8122184,107.9591361,96.89412634,100.1882156,101.521441,100.1732014,96.5624461,,,,,
662,117.4428075,107.0029291,101.4955708,104.79607,107.9558676,96.86811753,100.1754901,101.4955708,100.157053,96.55917758,,,,,
663,117.4168272,106.9902593,101.4697219,104.7799454,107.9526277,96.84213722,100.1628203,101.4697219,100.1409284,96.55593769,,,,,
664,117.3908687,106.977639,101.4438868,104.7638391,107.9494112,96.81617872,100.1502,101.4438868,100.1248221,96.55272116,,,,,
665,117.3649261,106.965063,101.4180589,104.747746,107.9462135,96.79023613,100.137624,101.4180589,100.108729,96.54952347,,,,,
666,117.338994,106.9525269,101.3922323,104.7316616,107.9430306,96.76430405,100.1250879,101.3922323,100.0926446,96.5463406,,,,,
667,117.313067,106.9400257,101.3664011,104.7155815,107.9398585,96.73837704,100.1125867,101.3664011,100.0765645,96.54316851,,,,,
668,117.28714,106.9275553,101.3405598,104.6995015,107.9366935,96.71245001,100.1001163,101.3405598,100.0604845,96.54000351,,,,,
669,117.2612077,106.915111,101.3147026,104.683417,107.9335317,96.68651769,100.087672,101.3147026,100.0444,96.53684172,,,,,
670,117.2352647,106.9026881,101.2888238,104.6673235,107.9303691,96.66057466,100.0752491,101.2888238,100.0283065,96.53367908,,,,,
671,117.2093058,106.8902822,101.262918,104.6512167,107.9272019,96.63461583,100.0628432,101.262918,100.0121997,96.53051185,,,,,
672,117.183326,106.8778888,101.2369796,104.6350921,107.9240261,96.60863599,100.0504498,101.2369796,99.99607514,96.52733614,,,,,
673,117.1573198,106.8655033,101.2110031,104.6189451,107.9208379,96.5826298,100.0380643,101.2110031,99.97992805,96.52414786,,,,,
674,117.1312822,106.8531212,101.1849831,104.6027711,107.9176333,96.55659221,100.0256822,101.1849831,99.96375407,96.52094329,,,,,
675,117.1052082,106.8407381,101.1589146,104.5865658,107.9144087,96.53051821,100.0132991,101.1589146,99.94754881,96.51771872,,,,,
676,117.0790934,106.8283502,101.1327928,104.5703254,107.9111609,96.50440337,100.0009112,101.1327928,99.93130842,96.51447093,,,,,
677,117.0529337,106.8159542,101.1066136,104.5540465,107.9078872,96.4782437,99.98851522,101.1066136,99.91502952,96.51119722,,,,,
678,117.0267252,106.8035467,101.0803731,104.5377257,107.9045849,96.45203524,99.97610767,101.0803731,99.8987087,96.50789486,,,,,
679,117.0004645,106.7911246,101.0540676,104.52136,107.9012516,96.42577446,99.96368564,101.0540676,99.88234297,96.50456157,,,,,
680,116.9741482,106.7786856,101.027694,104.5049467,107.8978854,96.39945824,99.95124656,101.027694,99.86592972,96.50119543,,,,,
681,116.9477734,106.7662268,101.0012491,104.4884832,107.8944845,96.37308344,99.93878778,101.0012491,99.84946624,96.49779446,,,,,
682,116.9213373,106.7537461,100.9747302,104.4719672,107.8910471,96.34664734,99.92630708,100.9747302,99.8329502,96.4943571,,,,,
683,116.8948376,106.7412416,100.9481351,104.4553966,107.8875721,96.32014757,99.91380258,100.9481351,99.81637965,96.49088213,,,,,
684,116.8682717,106.7287113,100.9214613,104.4387695,107.8840582,96.29358168,99.90127232,100.9214613,99.79975249,96.48736824,,,,,
685,116.8416375,106.7161536,100.8947068,104.4220839,107.8805043,96.26694749,99.8887146,100.8947068,99.78306686,96.48381433,,,,,
686,116.8149327,106.7035666,100.8678694,104.4053378,107.8769092,96.24024272,99.87612761,100.8678694,99.76632079,96.48021923,,,,,
687,116.7881555,106.6909489,100.8409473,104.3885297,107.8732721,96.21346549,99.86350992,100.8409473,99.74951267,96.47658211,,,,,
688,116.7613043,106.6782995,100.8139392,104.3716583,107.8695925,96.18661428,99.85086047,100.8139392,99.73264125,96.47290253,,,,,
689,116.7343775,106.6656171,100.7868437,104.3547222,107.8658699,96.15968747,99.83817809,100.7868437,99.71570515,96.46917989,,,,,
690,116.7073736,106.6529007,100.7596595,104.3377201,107.8621038,96.13268357,99.82546175,100.7596595,99.69870314,96.46541378,,,,,
691,116.6802909,106.6401491,100.7323851,104.3206507,107.8582935,96.10560087,99.81271011,100.7323851,99.68163369,96.46160348,,,,,
692,116.6531274,106.6273605,100.7050186,104.303512,107.854438,96.07843737,99.79992153,100.7050186,99.66449498,96.45774801,,,,,
693,116.6258812,106.6145336,100.6775587,104.2863023,107.8505366,96.05119122,99.78709456,100.6775587,99.64728533,96.45384656,,,,,
694,116.5985505,106.6016666,100.6500034,104.2690199,107.8465882,96.02386049,99.77422758,100.6500034,99.63000289,96.4498982,,,,,
695,116.5711334,106.5887582,100.6223512,104.2516629,107.8425921,95.99644337,99.76131916,100.6223512,99.61264595,96.4459021,,,,,
696,116.543628,106.5758068,100.5946006,104.2342296,107.8385474,95.96893795,99.74836776,100.5946006,99.59521265,96.44185735,,,,,
697,116.5160327,106.5628112,100.5667504,104.2167185,107.8344534,95.94134273,99.73537222,100.5667504,99.57770154,96.43776337,,,,,
698,116.4883465,106.5497707,100.5387997,104.1991285,107.8303099,95.91365652,99.72233171,100.5387997,99.56011149,96.43361988,,,,,
699,116.4605681,106.5366843,100.5107477,104.1814582,107.8261165,95.88587808,99.70924532,100.5107477,99.54244123,96.42942645,,,,,
700,116.4326966,106.5235516,100.482594,104.1637069,107.821873,95.85800663,99.69611257,100.482594,99.5246899,96.42518302,,,,,
701,116.4047317,106.5103723,100.4543388,104.145874,107.8175798,95.8300417,99.68293328,100.4543388,99.50685696,96.42088984,,,,,
702,116.3766728,106.4971462,100.4259818,104.1279587,107.813237,95.80198276,99.66970722,100.4259818,99.48894173,96.41654702,,,,,
703,116.3485197,106.4838736,100.3975236,104.1099609,107.808845,95.77382969,99.65643458,100.3975236,99.47094394,96.41215498,,,,,
704,116.3202727,106.4705548,100.3689648,104.0918806,107.8044044,95.74558268,99.64311584,100.3689648,99.45286359,96.40771445,,,,,
705,116.2919318,106.4571904,100.3403061,104.0737176,107.799916,95.71724183,99.62975141,100.3403061,99.43470057,96.40322597,,,,,
706,116.2634976,106.443781,100.3115484,104.0554722,107.7953804,95.68880759,99.61634202,100.3115484,99.41645515,96.39869042,,,,,
707,116.2349708,106.4303277,100.2826932,104.0371449,107.790799,95.66028075,99.60288873,100.2826932,99.39812792,96.39410897,,,,,
708,116.206352,106.4168314,100.2537417,104.0187363,107.7861726,95.63166198,99.58939241,100.2537417,99.37971931,96.38948262,,,,,
709,116.1776423,106.4032933,100.2246954,104.0002472,107.7815027,95.60295231,99.57585428,100.2246954,99.36123016,96.38481269,,,,,
710,116.148843,106.3897149,100.1955562,103.9816785,107.7767908,95.57415304,99.56227586,100.1955562,99.34266154,96.3801008,,,,,
711,116.1199552,106.3760973,100.1663257,103.9630312,107.7720382,95.54526515,99.5486583,100.1663257,99.32401417,96.37534821,,,,,
712,116.0909791,106.3624413,100.1370049,103.9443052,107.7672456,95.51628913,99.53500226,100.1370049,99.30528823,96.37055562,,,,,
713,116.0619151,106.348747,100.1075944,103.9255006,107.7624134,95.48722514,99.52130804,100.1075944,99.28648356,96.36572344,,,,,
714,116.0327637,106.3350153,100.0780953,103.9066174,107.7575424,95.45807371,99.50757634,100.0780953,99.26760035,96.36085241,,,,,
715,116.0035257,106.3212471,100.048509,103.8876561,107.7526336,95.4288357,99.49380814,100.048509,99.24863914,96.35594358,,,,,
716,115.9742018,106.3074433,100.0188365,103.8686173,107.7476878,95.3995118,99.48000429,100.0188365,99.22960031,96.35099784,,,,,
717,115.9447931,106.293605,99.98907941,103.8495017,107.7427064,95.37010312,99.46616599,99.98907941,99.21048465,96.3460164,,,,,
718,115.9153011,106.2797338,99.95923974,103.8303103,107.7376908,95.34061105,99.45229476,99.95923974,99.19129331,96.34100077,,,,,
719,115.8857269,106.2658309,99.92931922,103.8110443,107.7326423,95.31103692,99.43839189,99.92931922,99.17202728,96.33595228,,,,,
720,115.8560724,106.251898,99.89931992,103.7917049,107.7275625,95.28138236,99.42445897,99.89931992,99.1526879,96.33087248,,,,,
721,115.826339,106.2379366,99.86924391,103.7722935,107.7224529,95.25164904,99.41049758,99.86924391,99.13327652,96.32576293,,,,,
722,115.7965284,106.223948,99.83909304,103.7528113,107.7173149,95.2218384,99.39650904,99.83909304,99.11379426,96.32062491,,,,,
723,115.7666421,106.2099339,99.80886941,103.7332595,107.7121498,95.19195212,99.38249486,99.80886941,99.09424246,96.31545981,,,,,
724,115.7366817,106.1958954,99.77857491,103.7136393,107.7069589,95.16199173,99.36845636,99.77857491,99.07462228,96.31026886,,,,,
725,115.7066492,106.1818343,99.74821188,103.6939523,107.7017436,95.13195922,99.35439526,99.74821188,99.05493531,96.30505364,,,,,
726,115.6765469,106.1677526,99.71778302,103.6742005,107.6965061,95.10185695,99.34031364,99.71778302,99.03518348,96.2998161,,,,,
727,115.6463771,106.1536524,99.68729081,103.6543855,107.691248,95.07168707,99.32621337,99.68729081,99.0153685,96.29455796,,,,,
728,115.6161419,106.1395354,99.65673787,103.6345093,107.6859711,95.0414519,99.31209643,99.65673787,98.99549228,96.28928108,,,,,
729,115.5858436,106.1254036,99.62612658,103.6145735,107.6806771,95.01115356,99.29796456,99.62612658,98.97555651,96.28398708,,,,,
730,115.5554843,106.1112586,99.59545949,103.59458,107.6753676,94.98079432,99.28381958,99.59545949,98.95556301,96.27867764,,,,,
731,115.5250662,106.097102,99.56473884,103.5745304,107.6700442,94.95037621,99.26966302,99.56473884,98.93551342,96.27335422,,,,,
732,115.4945915,106.0829356,99.53396711,103.5544266,107.6647085,94.91990152,99.25549661,99.53396711,98.91540961,96.26801848,,,,,
733,115.4640623,106.0687609,99.5031465,103.5342703,107.6593618,94.88937227,99.24132189,99.5031465,98.89525325,96.26267182,,,,,
734,115.4334808,106.0545797,99.47227959,103.5140634,107.654006,94.85879084,99.22714071,99.47227959,98.8750464,96.25731605,,,,,
735,115.4028499,106.0403943,99.44136936,103.4938086,107.6486433,94.82815995,99.21295534,99.44136936,98.85479155,96.25195334,,,,,
736,115.372172,106.0262068,99.41041849,103.473508,107.6432756,94.79748203,99.19876778,99.41041849,98.83449097,96.24658563,,,,,
737,115.3414497,106.0120192,99.37942981,103.4531641,107.637905,94.76675971,99.18458017,99.37942981,98.81414712,96.24121504,,,,,
738,115.3106852,105.9978332,99.34840563,103.4327791,107.6325333,94.73599516,99.17039417,99.34840563,98.79376206,96.23584326,,,,,
